_id,repo_full_name,pr_id,comment_id,user_login,user_id,created_at,updated_at,body,is_review_comment,path,position,diff_hunk,reactions_total,reactions_plus1,reactions_minus1,reactions_laugh,reactions_hooray,reactions_confused,reactions_heart,repo_name
6824cd8e0ce5dcec7842e5b3,apache/airflow,2515598983,2086043119,eladkal,45845474,2025-05-13T06:45:58+00:00,2025-05-13T06:45:58+00:00,Tests looks pretty the same. Wouldn't it be simpler to use parameterized test?,false,NaN,NaN,NaN,0,0,0,0,0,0,0,apache_airflow
6824cd8e0ce5dcec7842e5b4,apache/airflow,2515598983,2086057259,guan404ming,105915352,2025-05-13T06:54:05+00:00,2025-05-13T06:54:05+00:00,Make sense and updated. Thanks for the suggestion.,false,NaN,NaN,NaN,0,0,0,0,0,0,0,apache_airflow
6824cd8e0ce5dcec7842e5b5,apache/airflow,2515598983,2086043119,eladkal,45845474,2025-05-13T06:45:58+00:00,2025-05-13T06:45:58+00:00,Tests looks pretty the same. Wouldn't it be simpler to use parameterized test?,true,providers/databricks/tests/unit/databricks/hooks/test_databricks_sql.py,NaN,"@@ -504,3 +506,56 @@ def test_get_openlineage_database_specific_lineage_with_old_openlineage_provider\n     )\n     with pytest.raises(AirflowOptionalProviderFeatureException, match=expected_err):\n         hook.get_openlineage_database_specific_lineage(mock.MagicMock())\n+\n+\n+def test_get_df_pandas():",0,0,0,0,0,0,0,apache_airflow
6824cd8e0ce5dcec7842e5b6,apache/airflow,2515598983,2086057259,guan404ming,105915352,2025-05-13T06:54:05+00:00,2025-05-13T06:54:05+00:00,Make sense and updated. Thanks for the suggestion.,true,providers/databricks/tests/unit/databricks/hooks/test_databricks_sql.py,NaN,"@@ -504,3 +506,56 @@ def test_get_openlineage_database_specific_lineage_with_old_openlineage_provider\n     )\n     with pytest.raises(AirflowOptionalProviderFeatureException, match=expected_err):\n         hook.get_openlineage_database_specific_lineage(mock.MagicMock())\n+\n+\n+def test_get_df_pandas():",0,0,0,0,0,0,0,apache_airflow
6824cd8e0ce5dcec7842e5b7,apache/airflow,2515088117,2086030500,eladkal,45845474,2025-05-13T06:38:33+00:00,2025-05-13T06:38:33+00:00,This needs to be under version check as needs to be compatible with Airflow 2.10.0 and sdk path did not exist in 2.10,false,NaN,NaN,NaN,0,0,0,0,0,0,0,apache_airflow
6824cd8e0ce5dcec7842e5b8,apache/airflow,2515088117,2086030500,eladkal,45845474,2025-05-13T06:38:33+00:00,2025-05-13T06:38:33+00:00,This needs to be under version check as needs to be compatible with Airflow 2.10.0 and sdk path did not exist in 2.10,true,providers/amazon/src/airflow/providers/amazon/aws/hooks/base_aws.py,4,"@@ -59,6 +59,7 @@\n from airflow.providers.amazon.aws.utils.identifiers import generate_uuid\n from airflow.providers.amazon.aws.utils.suppress import return_on_error\n from airflow.providers_manager import ProvidersManager\n+from airflow.sdk.exceptions import AirflowRuntimeError",0,0,0,0,0,0,0,apache_airflow
6824cd8e0ce5dcec7842e5b9,apache/airflow,2514317005,2085035587,jedcunningham,66968678,2025-05-12T16:21:47+00:00,2025-05-12T16:26:18+00:00,```suggestion\r\nAirflow 3 is released in several packages. The ``apache-airflow`` package is a meta-package that installs\r\n```,false,NaN,NaN,NaN,0,0,0,0,0,0,0,apache_airflow
6824cd8e0ce5dcec7842e5ba,apache/airflow,2514317005,2085036907,jedcunningham,66968678,2025-05-12T16:22:40+00:00,2025-05-12T16:26:18+00:00,"```suggestion\r\nall the other packages when you run Airflow as a standalone installation, and it also has several extras\r\nthat are not extending Airflow core functionality, but they are useful for the users who want to install\r\n```",false,NaN,NaN,NaN,0,0,0,0,0,0,0,apache_airflow
6824cd8e0ce5dcec7842e5bb,apache/airflow,2514317005,2085038860,jedcunningham,66968678,2025-05-12T16:23:55+00:00,2025-05-12T16:26:18+00:00,```suggestion\r\n| s3fs                | ``pip install 'apache-airflow[s3fs]'``              | Support for S3 as Airflow FS                                               |\r\n+---------------------+-----------------------------------------------------+----------------------------------------------------------------------------+\r\n| saml                | ``pip install 'apache-airflow[saml]'``              | Support for SAML authentication in Amazon provider                         |\r\n```\r\n\r\nLet's do alphabetical.,false,NaN,NaN,NaN,0,0,0,0,0,0,0,apache_airflow
6824cd8e0ce5dcec7842e5bc,apache/airflow,2514317005,2085041653,jedcunningham,66968678,2025-05-12T16:25:39+00:00,2025-05-12T16:26:18+00:00,"```suggestion\r\nThese are core Airflow extras that extend capabilities of core Airflow. They do not install provider\r\npackages, they just install necessary\r\n```\r\n\r\nWe don't have celery of k8s in the list, so we can probably simplify this a bit?",false,NaN,NaN,NaN,0,0,0,0,0,0,0,apache_airflow
6824cd8e0ce5dcec7842e5bd,apache/airflow,2514317005,2085162208,potiuk,595491,2025-05-12T17:46:07+00:00,2025-05-12T17:46:07+00:00,Ah.. left-over :),false,NaN,NaN,NaN,0,0,0,0,0,0,0,apache_airflow
6824cd8e0ce5dcec7842e5be,apache/airflow,2514317005,2085162793,potiuk,595491,2025-05-12T17:46:35+00:00,2025-05-12T17:46:35+00:00,Depending which alphabet you choose :) ,false,NaN,NaN,NaN,0,0,0,0,0,0,0,apache_airflow
6824cd8e0ce5dcec7842e5bf,apache/airflow,2514317005,2085035587,jedcunningham,66968678,2025-05-12T16:21:47+00:00,2025-05-12T16:26:18+00:00,```suggestion\r\nAirflow 3 is released in several packages. The ``apache-airflow`` package is a meta-package that installs\r\n```,true,airflow-core/docs/extra-packages-ref.rst,NaN,"@@ -81,49 +81,63 @@ Core Airflow extras\n \n These are core Airflow extras that extend capabilities of core Airflow. They usually do not install provider\n packages (with the exception of ``celery`` and ``cncf.kubernetes`` extras), they just install necessary\n-python dependencies for the provided package.\n+python dependencies for the provided package. The same extras are available as ``airflow-core`` package extras.\n+\n++---------------------+-----------------------------------------------------+----------------------------------------------------------------------------+\n+| extra               | install command                                     | enables                                                                    |\n++=====================+=====================================================+============================================================================+\n+| async               | ``pip install 'apache-airflow[async]'``             | Async worker classes for Gunicorn                                          |\n++---------------------+-----------------------------------------------------+----------------------------------------------------------------------------+\n+| graphviz            | ``pip install 'apache-airflow[graphviz]'``          | Graphviz renderer for converting DAG to graphical output                   |\n++---------------------+-----------------------------------------------------+----------------------------------------------------------------------------+\n+| kerberos            | ``pip install 'apache-airflow[kerberos]'``          | Kerberos integration for Kerberized services (Hadoop, Presto, Trino)       |\n++---------------------+-----------------------------------------------------+----------------------------------------------------------------------------+\n+| otel                | ``pip install 'apache-airflow[otel]'``              | Required for OpenTelemetry metrics                                         |\n++---------------------+-----------------------------------------------------+----------------------------------------------------------------------------+\n+| sentry              | ``pip install 'apache-airflow[sentry]'``            | Sentry service for application logging and monitoring                      |\n++---------------------+-----------------------------------------------------+----------------------------------------------------------------------------+\n+| standard            | ``pip install apache-airflow[standard]'``           | Standard hooks and operators                                               |\n++---------------------+-----------------------------------------------------+----------------------------------------------------------------------------+\n+| statsd              | ``pip install 'apache-airflow[statsd]'``            | Needed by StatsD metrics                                                   |\n++---------------------+-----------------------------------------------------+----------------------------------------------------------------------------+\n+\n+Meta-airflow package extras\n+---------------------------\n+\n+Airflow 3 is released in several packages. the ``apache-airflow`` package is a meta-package that installs",0,0,0,0,0,0,0,apache_airflow
6824cd8e0ce5dcec7842e5c0,apache/airflow,2514317005,2085036907,jedcunningham,66968678,2025-05-12T16:22:40+00:00,2025-05-12T16:26:18+00:00,"```suggestion\r\nall the other packages when you run Airflow as a standalone installation, and it also has several extras\r\nthat are not extending Airflow core functionality, but they are useful for the users who want to install\r\n```",true,airflow-core/docs/extra-packages-ref.rst,NaN,"@@ -81,49 +81,63 @@ Core Airflow extras\n \n These are core Airflow extras that extend capabilities of core Airflow. They usually do not install provider\n packages (with the exception of ``celery`` and ``cncf.kubernetes`` extras), they just install necessary\n-python dependencies for the provided package.\n+python dependencies for the provided package. The same extras are available as ``airflow-core`` package extras.\n+\n++---------------------+-----------------------------------------------------+----------------------------------------------------------------------------+\n+| extra               | install command                                     | enables                                                                    |\n++=====================+=====================================================+============================================================================+\n+| async               | ``pip install 'apache-airflow[async]'``             | Async worker classes for Gunicorn                                          |\n++---------------------+-----------------------------------------------------+----------------------------------------------------------------------------+\n+| graphviz            | ``pip install 'apache-airflow[graphviz]'``          | Graphviz renderer for converting DAG to graphical output                   |\n++---------------------+-----------------------------------------------------+----------------------------------------------------------------------------+\n+| kerberos            | ``pip install 'apache-airflow[kerberos]'``          | Kerberos integration for Kerberized services (Hadoop, Presto, Trino)       |\n++---------------------+-----------------------------------------------------+----------------------------------------------------------------------------+\n+| otel                | ``pip install 'apache-airflow[otel]'``              | Required for OpenTelemetry metrics                                         |\n++---------------------+-----------------------------------------------------+----------------------------------------------------------------------------+\n+| sentry              | ``pip install 'apache-airflow[sentry]'``            | Sentry service for application logging and monitoring                      |\n++---------------------+-----------------------------------------------------+----------------------------------------------------------------------------+\n+| standard            | ``pip install apache-airflow[standard]'``           | Standard hooks and operators                                               |\n++---------------------+-----------------------------------------------------+----------------------------------------------------------------------------+\n+| statsd              | ``pip install 'apache-airflow[statsd]'``            | Needed by StatsD metrics                                                   |\n++---------------------+-----------------------------------------------------+----------------------------------------------------------------------------+\n+\n+Meta-airflow package extras\n+---------------------------\n+\n+Airflow 3 is released in several packages. the ``apache-airflow`` package is a meta-package that installs\n+all the other packages when you run airflow as a standalone installation, and it also has several extras\n+that are not extending airflow core functionality, but they are useful for the users who want to install",0,0,0,0,0,0,0,apache_airflow
6824cd8e0ce5dcec7842e5c1,apache/airflow,2514317005,2085038860,jedcunningham,66968678,2025-05-12T16:23:55+00:00,2025-05-12T16:26:18+00:00,```suggestion\r\n| s3fs                | ``pip install 'apache-airflow[s3fs]'``              | Support for S3 as Airflow FS                                               |\r\n+---------------------+-----------------------------------------------------+----------------------------------------------------------------------------+\r\n| saml                | ``pip install 'apache-airflow[saml]'``              | Support for SAML authentication in Amazon provider                         |\r\n```\r\n\r\nLet's do alphabetical.,true,airflow-core/docs/extra-packages-ref.rst,NaN,"@@ -81,49 +81,63 @@ Core Airflow extras\n \n These are core Airflow extras that extend capabilities of core Airflow. They usually do not install provider\n packages (with the exception of ``celery`` and ``cncf.kubernetes`` extras), they just install necessary\n-python dependencies for the provided package.\n+python dependencies for the provided package. The same extras are available as ``airflow-core`` package extras.\n+\n++---------------------+-----------------------------------------------------+----------------------------------------------------------------------------+\n+| extra               | install command                                     | enables                                                                    |\n++=====================+=====================================================+============================================================================+\n+| async               | ``pip install 'apache-airflow[async]'``             | Async worker classes for Gunicorn                                          |\n++---------------------+-----------------------------------------------------+----------------------------------------------------------------------------+\n+| graphviz            | ``pip install 'apache-airflow[graphviz]'``          | Graphviz renderer for converting DAG to graphical output                   |\n++---------------------+-----------------------------------------------------+----------------------------------------------------------------------------+\n+| kerberos            | ``pip install 'apache-airflow[kerberos]'``          | Kerberos integration for Kerberized services (Hadoop, Presto, Trino)       |\n++---------------------+-----------------------------------------------------+----------------------------------------------------------------------------+\n+| otel                | ``pip install 'apache-airflow[otel]'``              | Required for OpenTelemetry metrics                                         |\n++---------------------+-----------------------------------------------------+----------------------------------------------------------------------------+\n+| sentry              | ``pip install 'apache-airflow[sentry]'``            | Sentry service for application logging and monitoring                      |\n++---------------------+-----------------------------------------------------+----------------------------------------------------------------------------+\n+| standard            | ``pip install apache-airflow[standard]'``           | Standard hooks and operators                                               |\n++---------------------+-----------------------------------------------------+----------------------------------------------------------------------------+\n+| statsd              | ``pip install 'apache-airflow[statsd]'``            | Needed by StatsD metrics                                                   |\n++---------------------+-----------------------------------------------------+----------------------------------------------------------------------------+\n+\n+Meta-airflow package extras\n+---------------------------\n+\n+Airflow 3 is released in several packages. the ``apache-airflow`` package is a meta-package that installs\n+all the other packages when you run airflow as a standalone installation, and it also has several extras\n+that are not extending airflow core functionality, but they are useful for the users who want to install\n+other packages that can be used by airflow or some of its providers.\n \n +---------------------+-----------------------------------------------------+----------------------------------------------------------------------------+\n | extra               | install command                                     | enables                                                                    |\n +=====================+=====================================================+============================================================================+\n | aiobotocore         | ``pip install 'apache-airflow[aiobotocore]'``       | Support for asynchronous (deferrable) operators for Amazon integration     |\n +---------------------+-----------------------------------------------------+----------------------------------------------------------------------------+\n-| async               | ``pip install 'apache-airflow[async]'``             | Async worker classes for Gunicorn                                          |\n+| cloudpickle         | ``pip install apache-airflow[cloudpickle]``         | Cloudpickle hooks and operators                                            |\n +---------------------+-----------------------------------------------------+----------------------------------------------------------------------------+\n | github-enterprise   | ``pip install 'apache-airflow[github-enterprise]'`` | GitHub Enterprise auth backend                                             |\n +---------------------+-----------------------------------------------------+----------------------------------------------------------------------------+\n | google-auth         | ``pip install 'apache-airflow[google-auth]'``       | Google auth backend                                                        |\n +---------------------+-----------------------------------------------------+----------------------------------------------------------------------------+\n | graphviz            | ``pip install 'apache-airflow[graphviz]'``          | Graphviz renderer for converting DAG to graphical output                   |\n +---------------------+-----------------------------------------------------+----------------------------------------------------------------------------+\n-| kerberos            | ``pip install 'apache-airflow[kerberos]'``          | Kerberos integration for Kerberized services (Hadoop, Presto, Trino)       |\n-+---------------------+-----------------------------------------------------+----------------------------------------------------------------------------+\n | ldap                | ``pip install 'apache-airflow[ldap]'``              | LDAP authentication for users                                              |\n +---------------------+-----------------------------------------------------+----------------------------------------------------------------------------+\n | leveldb             | ``pip install 'apache-airflow[leveldb]'``           | Required for use leveldb extra in google provider                          |\n +---------------------+-----------------------------------------------------+----------------------------------------------------------------------------+\n-| otel                | ``pip install 'apache-airflow[otel]'``              | Required for OpenTelemetry metrics                                         |\n-+---------------------+-----------------------------------------------------+----------------------------------------------------------------------------+\n | pandas              | ``pip install 'apache-airflow[pandas]'``            | Install Pandas library compatible with Airflow                             |\n +---------------------+-----------------------------------------------------+----------------------------------------------------------------------------+\n | polars              | ``pip install 'apache-airflow[polars]'``            | Polars hooks and operators                                                 |\n +---------------------+-----------------------------------------------------+----------------------------------------------------------------------------+\n | rabbitmq            | ``pip install 'apache-airflow[rabbitmq]'``          | RabbitMQ support as a Celery backend                                       |\n +---------------------+-----------------------------------------------------+----------------------------------------------------------------------------+\n-| sentry              | ``pip install 'apache-airflow[sentry]'``            | Sentry service for application logging and monitoring                      |\n+| saml                | ``pip install 'apache-airflow[saml]'``              | Support for SAML authentication in Amazon provider                         |\n +---------------------+-----------------------------------------------------+----------------------------------------------------------------------------+\n | s3fs                | ``pip install 'apache-airflow[s3fs]'``              | Support for S3 as Airflow FS                                               |",0,0,0,0,0,0,0,apache_airflow
6824cd8e0ce5dcec7842e5c2,apache/airflow,2514317005,2085041653,jedcunningham,66968678,2025-05-12T16:25:39+00:00,2025-05-12T16:26:18+00:00,"```suggestion\r\nThese are core Airflow extras that extend capabilities of core Airflow. They do not install provider\r\npackages, they just install necessary\r\n```\r\n\r\nWe don't have celery of k8s in the list, so we can probably simplify this a bit?",true,airflow-core/docs/extra-packages-ref.rst,NaN,"@@ -81,49 +81,63 @@ Core Airflow extras\n \n These are core Airflow extras that extend capabilities of core Airflow. They usually do not install provider\n packages (with the exception of ``celery`` and ``cncf.kubernetes`` extras), they just install necessary",0,0,0,0,0,0,0,apache_airflow
6824cd8e0ce5dcec7842e5c3,apache/airflow,2514317005,2085162208,potiuk,595491,2025-05-12T17:46:07+00:00,2025-05-12T17:46:07+00:00,Ah.. left-over :),true,airflow-core/docs/extra-packages-ref.rst,NaN,"@@ -81,49 +81,63 @@ Core Airflow extras\n \n These are core Airflow extras that extend capabilities of core Airflow. They usually do not install provider\n packages (with the exception of ``celery`` and ``cncf.kubernetes`` extras), they just install necessary",0,0,0,0,0,0,0,apache_airflow
6824cd8e0ce5dcec7842e5c4,apache/airflow,2514317005,2085162793,potiuk,595491,2025-05-12T17:46:35+00:00,2025-05-12T17:46:35+00:00,Depending which alphabet you choose :) ,true,airflow-core/docs/extra-packages-ref.rst,NaN,"@@ -81,49 +81,63 @@ Core Airflow extras\n \n These are core Airflow extras that extend capabilities of core Airflow. They usually do not install provider\n packages (with the exception of ``celery`` and ``cncf.kubernetes`` extras), they just install necessary\n-python dependencies for the provided package.\n+python dependencies for the provided package. The same extras are available as ``airflow-core`` package extras.\n+\n++---------------------+-----------------------------------------------------+----------------------------------------------------------------------------+\n+| extra               | install command                                     | enables                                                                    |\n++=====================+=====================================================+============================================================================+\n+| async               | ``pip install 'apache-airflow[async]'``             | Async worker classes for Gunicorn                                          |\n++---------------------+-----------------------------------------------------+----------------------------------------------------------------------------+\n+| graphviz            | ``pip install 'apache-airflow[graphviz]'``          | Graphviz renderer for converting DAG to graphical output                   |\n++---------------------+-----------------------------------------------------+----------------------------------------------------------------------------+\n+| kerberos            | ``pip install 'apache-airflow[kerberos]'``          | Kerberos integration for Kerberized services (Hadoop, Presto, Trino)       |\n++---------------------+-----------------------------------------------------+----------------------------------------------------------------------------+\n+| otel                | ``pip install 'apache-airflow[otel]'``              | Required for OpenTelemetry metrics                                         |\n++---------------------+-----------------------------------------------------+----------------------------------------------------------------------------+\n+| sentry              | ``pip install 'apache-airflow[sentry]'``            | Sentry service for application logging and monitoring                      |\n++---------------------+-----------------------------------------------------+----------------------------------------------------------------------------+\n+| standard            | ``pip install apache-airflow[standard]'``           | Standard hooks and operators                                               |\n++---------------------+-----------------------------------------------------+----------------------------------------------------------------------------+\n+| statsd              | ``pip install 'apache-airflow[statsd]'``            | Needed by StatsD metrics                                                   |\n++---------------------+-----------------------------------------------------+----------------------------------------------------------------------------+\n+\n+Meta-airflow package extras\n+---------------------------\n+\n+Airflow 3 is released in several packages. the ``apache-airflow`` package is a meta-package that installs\n+all the other packages when you run airflow as a standalone installation, and it also has several extras\n+that are not extending airflow core functionality, but they are useful for the users who want to install\n+other packages that can be used by airflow or some of its providers.\n \n +---------------------+-----------------------------------------------------+----------------------------------------------------------------------------+\n | extra               | install command                                     | enables                                                                    |\n +=====================+=====================================================+============================================================================+\n | aiobotocore         | ``pip install 'apache-airflow[aiobotocore]'``       | Support for asynchronous (deferrable) operators for Amazon integration     |\n +---------------------+-----------------------------------------------------+----------------------------------------------------------------------------+\n-| async               | ``pip install 'apache-airflow[async]'``             | Async worker classes for Gunicorn                                          |\n+| cloudpickle         | ``pip install apache-airflow[cloudpickle]``         | Cloudpickle hooks and operators                                            |\n +---------------------+-----------------------------------------------------+----------------------------------------------------------------------------+\n | github-enterprise   | ``pip install 'apache-airflow[github-enterprise]'`` | GitHub Enterprise auth backend                                             |\n +---------------------+-----------------------------------------------------+----------------------------------------------------------------------------+\n | google-auth         | ``pip install 'apache-airflow[google-auth]'``       | Google auth backend                                                        |\n +---------------------+-----------------------------------------------------+----------------------------------------------------------------------------+\n | graphviz            | ``pip install 'apache-airflow[graphviz]'``          | Graphviz renderer for converting DAG to graphical output                   |\n +---------------------+-----------------------------------------------------+----------------------------------------------------------------------------+\n-| kerberos            | ``pip install 'apache-airflow[kerberos]'``          | Kerberos integration for Kerberized services (Hadoop, Presto, Trino)       |\n-+---------------------+-----------------------------------------------------+----------------------------------------------------------------------------+\n | ldap                | ``pip install 'apache-airflow[ldap]'``              | LDAP authentication for users                                              |\n +---------------------+-----------------------------------------------------+----------------------------------------------------------------------------+\n | leveldb             | ``pip install 'apache-airflow[leveldb]'``           | Required for use leveldb extra in google provider                          |\n +---------------------+-----------------------------------------------------+----------------------------------------------------------------------------+\n-| otel                | ``pip install 'apache-airflow[otel]'``              | Required for OpenTelemetry metrics                                         |\n-+---------------------+-----------------------------------------------------+----------------------------------------------------------------------------+\n | pandas              | ``pip install 'apache-airflow[pandas]'``            | Install Pandas library compatible with Airflow                             |\n +---------------------+-----------------------------------------------------+----------------------------------------------------------------------------+\n | polars              | ``pip install 'apache-airflow[polars]'``            | Polars hooks and operators                                                 |\n +---------------------+-----------------------------------------------------+----------------------------------------------------------------------------+\n | rabbitmq            | ``pip install 'apache-airflow[rabbitmq]'``          | RabbitMQ support as a Celery backend                                       |\n +---------------------+-----------------------------------------------------+----------------------------------------------------------------------------+\n-| sentry              | ``pip install 'apache-airflow[sentry]'``            | Sentry service for application logging and monitoring                      |\n+| saml                | ``pip install 'apache-airflow[saml]'``              | Support for SAML authentication in Amazon provider                         |\n +---------------------+-----------------------------------------------------+----------------------------------------------------------------------------+\n | s3fs                | ``pip install 'apache-airflow[s3fs]'``              | Support for S3 as Airflow FS                                               |",0,0,0,0,0,0,0,apache_airflow
6824cd8e0ce5dcec7842e5c5,apache/airflow,2513790576,2084726523,Lee-W,5144808,2025-05-12T13:51:01+00:00,2025-05-12T13:51:07+00:00,It would be better if we could add a new exception instead of using `AirflowExceptiuon`.,false,NaN,NaN,NaN,0,0,0,0,0,0,0,apache_airflow
6824cd8e0ce5dcec7842e5c6,apache/airflow,2513790576,2084835463,guan404ming,105915352,2025-05-12T14:37:17+00:00,2025-05-12T14:37:18+00:00,"Sure, I've updated.",false,NaN,NaN,NaN,0,0,0,0,0,0,0,apache_airflow
6824cd8e0ce5dcec7842e5c7,apache/airflow,2513790576,2084837866,eladkal,45845474,2025-05-12T14:38:35+00:00,2025-05-12T14:38:36+00:00,If we do please set it with exceptions.py in the provider itself (not in airflow-core)\r\nexample: \r\nhttps://github.com/apache/airflow/blob/1cde11a447e60d0738b0c317c3d3e8265360014f/providers/databricks/src/airflow/providers/databricks/exceptions.py#L27-L28,false,NaN,NaN,NaN,2,2,0,0,0,0,0,apache_airflow
6824cd8e0ce5dcec7842e5c8,apache/airflow,2513790576,2084841870,guan404ming,105915352,2025-05-12T14:40:28+00:00,2025-05-12T14:40:28+00:00,let me fix it,false,NaN,NaN,NaN,0,0,0,0,0,0,0,apache_airflow
6824cd8e0ce5dcec7842e5c9,apache/airflow,2513790576,2084855929,guan404ming,105915352,2025-05-12T14:46:41+00:00,2025-05-12T14:46:42+00:00,Updated. Hope everything good.,false,NaN,NaN,NaN,0,0,0,0,0,0,0,apache_airflow
