repo_full_name,issue_id,comment_id,user_login,user_id,created_at,updated_at,body,reactions_total,reactions_plus1,reactions_minus1,reactions_laugh,reactions_hooray,reactions_confused,reactions_heart
apache/superset,3048227880,2862541612,dosubot[bot],131922026,2025-05-08T10:23:12+00:00,2025-05-08T10:23:12+00:00,"<!-- Answer -->
The pre-fetching of schemas and catalogs in Superset occurs in the `useSchemas` function within the `superset-frontend/src/hooks/apiResources/schemas.ts` file. This function uses the `useLazySchemasQuery` and `useSchemasQuery` hooks to trigger the fetching of schemas. The `fetchData` function is responsible for making the request to fetch schemas, and it is called within a `useEffect` hook to automatically fetch data when the `dbId` or `catalog` changes. This setup could lead to repeated `SHOW SCHEMAS` requests if the `dbId` or `catalog` changes frequently or if the `forceRefresh` parameter is set to true. Here is the relevant code snippet:

```ts
useEffect(() => {
    fetchData(dbId, catalog, false);
  }, [dbId, catalog, fetchData]);
```

This `useEffect` hook triggers the `fetchData` function whenever `dbId` or `catalog` changes, potentially causing repeated requests <sup>[[1]](https://github.com/apache/superset/blob/master/superset-frontend/src/hooks/apiResources/schemas.ts)</sup>.


<!-- Dosu Comment Footer -->
*To continue talking to [Dosu](https://dosu.dev), mention @dosu.*

---
<sup>Help Dosu learn! Give it feedback: [Great Response](https://app.dosu.dev/response-feedback/7e7936f5-853d-4eaa-baec-cfd07ed4ada1?feedback_type=great_response) | [Irrelevant Answer](https://app.dosu.dev/response-feedback/7e7936f5-853d-4eaa-baec-cfd07ed4ada1?feedback_type=irrelevant_answer) | [Incorrect Sources](https://app.dosu.dev/response-feedback/7e7936f5-853d-4eaa-baec-cfd07ed4ada1?feedback_type=incorrect_sources) | [Too Verbose](https://app.dosu.dev/response-feedback/7e7936f5-853d-4eaa-baec-cfd07ed4ada1?feedback_type=too_verbose) | [Hallucination](https://app.dosu.dev/response-feedback/7e7936f5-853d-4eaa-baec-cfd07ed4ada1?feedback_type=hallucination) | [Bug Report](https://app.dosu.dev/response-feedback/7e7936f5-853d-4eaa-baec-cfd07ed4ada1?feedback_type=bug_report) | [Other](https://app.dosu.dev/response-feedback/7e7936f5-853d-4eaa-baec-cfd07ed4ada1?feedback_type=other)</sup>
",0,0,0,0,0,0,0
apache/superset,3048227880,2862660531,martimors,41419288,2025-05-08T11:10:15+00:00,2025-05-08T11:10:15+00:00,"It is definitely not in the frontend, bot! 🤦 ",0,0,0,0,0,0,0
apache/superset,3048227880,2862939559,martimors,41419288,2025-05-08T12:49:07+00:00,2025-05-08T12:49:07+00:00,I understand what's happening now. It is creating view_menu_resource entries for _all_ the tables. That's whats taking so long. I guess this is by design then.,0,0,0,0,0,0,0
apache/superset,3048162571,2862140922,dosubot[bot],131922026,2025-05-08T08:04:00+00:00,2025-05-08T08:04:00+00:00,"<!-- Greeting -->
Hello @Nethaje! 👋 I'm [Dosu](https://dosu.dev), your friendly bug-squashing bot here to help tackle issues, answer your questions, and assist with contributions while you wait for a human maintainer. Let's get to work! 🚀

<!-- Answer -->
I found a similar unsolved discussion that might be relevant to your issue: [Jinja Template](https://github.com/apache/superset/discussions/30448), which was last updated on April 22, 2025 <sup>[[1]](https://github.com/apache/superset/discussions/30448)</sup>.

Regarding your question, dynamic Jinja filters are supported in Superset dashboards. To ensure the filter value is passed correctly from the dashboard into the query, you can use the `{{ filter_values() }}` function. This function retrieves the value for a specific filter as a list, which can then be used in your SQL query. For example:

```sql
SELECT action, count(*) as times
FROM logs
WHERE
    action in {{ filter_values('action_type')|where_in }}
GROUP BY action
```

In this example, `filter_values('action_type')` retrieves the filter values for 'action_type', and the `where_in` filter converts this list into a string suitable for an `IN` expression in SQL <sup>[[2]](https://github.com/apache/superset/blob/master/docs/docs/configuration/sql-templating.mdx)</sup>. 

You might need to adjust your query to use `filter_values()` to ensure the dynamic input is correctly passed from the dashboard.


<!-- Dosu Comment Footer -->
*To continue talking to [Dosu](https://dosu.dev), mention @dosu.*

---
<sup>Help Dosu learn! Give it feedback: [Great Response](https://app.dosu.dev/response-feedback/e8d812f6-c310-485d-92c1-bcf381713b58?feedback_type=great_response) | [Irrelevant Answer](https://app.dosu.dev/response-feedback/e8d812f6-c310-485d-92c1-bcf381713b58?feedback_type=irrelevant_answer) | [Incorrect Sources](https://app.dosu.dev/response-feedback/e8d812f6-c310-485d-92c1-bcf381713b58?feedback_type=incorrect_sources) | [Too Verbose](https://app.dosu.dev/response-feedback/e8d812f6-c310-485d-92c1-bcf381713b58?feedback_type=too_verbose) | [Hallucination](https://app.dosu.dev/response-feedback/e8d812f6-c310-485d-92c1-bcf381713b58?feedback_type=hallucination) | [Bug Report](https://app.dosu.dev/response-feedback/e8d812f6-c310-485d-92c1-bcf381713b58?feedback_type=bug_report) | [Other](https://app.dosu.dev/response-feedback/e8d812f6-c310-485d-92c1-bcf381713b58?feedback_type=other)</sup>
",0,0,0,0,0,0,0
apache/superset,3044383654,2856719380,dosubot[bot],131922026,2025-05-07T00:58:27+00:00,2025-05-07T00:58:27+00:00,"<!-- Answer -->
I found a similar unsolved discussion titled [Smart completion like hue](https://github.com/apache/superset/discussions/33270), which was last updated on April 29, 2025 <sup>[[1]](https://github.com/apache/superset/discussions/33270)</sup>.

Regarding your question, Superset version 4.1.2 does support an autocomplete feature for SQL queries. The autocomplete functionality includes schema and table suggestions, which are generated using the `useMemo` hook to map over available schema and table options. This feature provides suggestions with associated metadata like `name`, `value`, `score`, and `meta` <sup>[[2]](https://github.com/apache/superset/blob/master/superset-frontend/src/SqlLab/components/AceEditorWrapper/useKeywords.ts)</sup>.

However, the current implementation requires selecting a schema on the left to get table prompts, which differs from Hue's behavior. There are no specific details available about plans to enhance this feature to match Hue's functionality in future releases <sup>[[1]](https://github.com/apache/superset/discussions/33270)</sup>.

If you want to adjust the behavior of the autocomplete feature, you can modify the autocomplete score weights in the configuration settings to prioritize different types of suggestions <sup>[[3]](https://github.com/apache/superset/blob/master/superset-frontend/src/SqlLab/constants.ts)</sup>.


<!-- Dosu Comment Footer -->
*To continue talking to [Dosu](https://dosu.dev), mention @dosu.*

---
<sup>Help Dosu learn! Give it feedback: [Great Response](https://app.dosu.dev/response-feedback/29c84270-0370-4fe8-8c01-12c7e6997246?feedback_type=great_response) | [Irrelevant Answer](https://app.dosu.dev/response-feedback/29c84270-0370-4fe8-8c01-12c7e6997246?feedback_type=irrelevant_answer) | [Incorrect Sources](https://app.dosu.dev/response-feedback/29c84270-0370-4fe8-8c01-12c7e6997246?feedback_type=incorrect_sources) | [Too Verbose](https://app.dosu.dev/response-feedback/29c84270-0370-4fe8-8c01-12c7e6997246?feedback_type=too_verbose) | [Hallucination](https://app.dosu.dev/response-feedback/29c84270-0370-4fe8-8c01-12c7e6997246?feedback_type=hallucination) | [Bug Report](https://app.dosu.dev/response-feedback/29c84270-0370-4fe8-8c01-12c7e6997246?feedback_type=bug_report) | [Other](https://app.dosu.dev/response-feedback/29c84270-0370-4fe8-8c01-12c7e6997246?feedback_type=other)</sup>
",0,0,0,0,0,0,0
apache/superset,3044383654,2860447253,rusackas,812905,2025-05-07T21:35:17+00:00,2025-05-07T21:35:17+00:00,"Closing this since it's not a bug, but we can keep chatting on your [Discussion](https://github.com/apache/superset/discussions/33270) (which is the right place for this, thanks)",0,0,0,0,0,0,0
apache/superset,3043144893,2854903643,korbit-ai[bot],131444098,2025-05-06T15:03:02+00:00,2025-05-06T15:03:02+00:00,"Korbit doesn't automatically review large (3000+ lines changed) pull requests such as this one. If you want me to review anyway, use `/korbit-review`.


[](1fc0e23f-be5c-49a6-92b5-5e84c70d0eac)",0,0,0,0,0,0,0
apache/superset,3043144893,2856396366,mistercrunch,487433,2025-05-06T22:56:13+00:00,2025-05-06T22:56:13+00:00,merging to track CI and confirm it updates the docs,0,0,0,0,0,0,0
apache/superset,3043144893,2856397475,mistercrunch,487433,2025-05-06T22:56:46+00:00,2025-05-06T22:56:46+00:00,here -> https://github.com/apache/superset/actions/runs/14871296813/job/41760081795,0,0,0,0,0,0,0
apache/superset,3042884438,2854617374,korbit-ai[bot],131444098,2025-05-06T13:37:57+00:00,2025-05-06T13:37:57+00:00,"Korbit doesn't automatically review large (3000+ lines changed) pull requests such as this one. If you want me to review anyway, use `/korbit-review`.


[](cd050645-3da4-4d0b-8b0c-e61c307d0656)",0,0,0,0,0,0,0
apache/superset,3042884438,2854641766,arthi-arumugam99,62213284,2025-05-06T13:45:23+00:00,2025-05-06T13:45:23+00:00,"/korbit-review
",0,0,0,0,0,0,0
apache/superset,3042884438,2860951113,mistercrunch,487433,2025-05-08T00:40:59+00:00,2025-05-08T00:40:59+00:00,"PR isn't right, shows 215 commits. Please start from a recent commit on `master` as a base",0,0,0,0,0,0,0
apache/superset,3042884438,2867362600,rusackas,812905,2025-05-09T17:29:15+00:00,2025-05-09T17:29:15+00:00,Looks like a rebase went wrong here. You can open a fresh PR or try the rebase again. ,0,0,0,0,0,0,0
apache/superset,3042353725,2854069058,dosubot[bot],131922026,2025-05-06T10:32:01+00:00,2025-05-06T10:32:01+00:00,"<!-- Greeting -->
Hello @seqwait! I'm [Dosu](https://dosu.dev), a friendly bot here to help you solve bugs, answer questions, and guide you as a contributor while you wait for a human maintainer. Let's tackle that ClickHouse connection issue together!

<!-- Answer -->
The issue you're experiencing, where the ClickHouse connection remains in a pending state, could be related to several factors. Here are some potential causes and solutions:

1. **Async Query Initialization**: The pending state might be due to the initialization of async query jobs, which set the status to `STATUS_PENDING` initially. This is a normal part of the process before the job starts running or encounters an error <sup>[[1]](https://github.com/apache/superset/blob/master/superset/async_events/async_query_manager.py)</sup>.

2. **Timeout Settings**: Check the timeout settings for database connections in Superset. You can configure these settings in the Superset configuration file. For example, `SQLLAB_TIMEOUT`, `SUPERSET_TIMEOUT`, and `SUPERSET_SQLALCHEMY_TIMEOUT` are some of the parameters you can adjust to change the timeout duration <sup>[[2]](https://github.com/apache/superset/issues/33218)</sup>.

3. **Network Issues**: Ensure there are no network issues that might be causing the request to hang. Superset handles network errors by providing specific error messages, such as 'Network error' for failed fetch attempts <sup>[[3]](https://github.com/apache/superset/blob/master/superset-frontend/packages/superset-ui-core/src/query/getClientErrorObject.ts)</sup>.

4. **ClickHouse Configuration**: Verify that the ClickHouse connection string and parameters are correctly configured. Ensure that the `clickhouse-connect` library is installed and the connection string is formatted correctly <sup>[[4]](https://github.com/apache/superset/blob/master/docs/docs/configuration/databases.mdx)</sup>.

5. **Retry Mechanisms**: Superset has retry mechanisms for handling failed connection attempts. Ensure that these are functioning correctly and that the system is not stuck in a retry loop <sup>[[5]](https://github.com/apache/superset/blob/master/superset-frontend/packages/superset-ui-core/src/connection/constants.ts)</sup>.

If none of these solutions resolve the issue, consider checking the Superset logs for any error messages or stack traces that might provide more insight into the problem.


<!-- Dosu Comment Footer -->
*To continue talking to [Dosu](https://dosu.dev), mention @dosu.*

---
<sup>Help Dosu learn! Give it feedback: [Great Response](https://app.dosu.dev/response-feedback/b382c938-6f95-4cb0-8827-e314816ea9bb?feedback_type=great_response) | [Irrelevant Answer](https://app.dosu.dev/response-feedback/b382c938-6f95-4cb0-8827-e314816ea9bb?feedback_type=irrelevant_answer) | [Incorrect Sources](https://app.dosu.dev/response-feedback/b382c938-6f95-4cb0-8827-e314816ea9bb?feedback_type=incorrect_sources) | [Too Verbose](https://app.dosu.dev/response-feedback/b382c938-6f95-4cb0-8827-e314816ea9bb?feedback_type=too_verbose) | [Hallucination](https://app.dosu.dev/response-feedback/b382c938-6f95-4cb0-8827-e314816ea9bb?feedback_type=hallucination) | [Bug Report](https://app.dosu.dev/response-feedback/b382c938-6f95-4cb0-8827-e314816ea9bb?feedback_type=bug_report) | [Other](https://app.dosu.dev/response-feedback/b382c938-6f95-4cb0-8827-e314816ea9bb?feedback_type=other)</sup>
",0,0,0,0,0,0,0
apache/superset,3041005805,2852536651,korbit-ai[bot],131444098,2025-05-05T22:44:56+00:00,2025-05-05T22:44:56+00:00,"By default, I don't review pull requests opened by bots. If you would like me to review this pull request anyway, you can request a review via the `/korbit-review` command in a comment.

[](1d6fd267-4804-4ee9-9cb3-09a616bd0126)",0,0,0,0,0,0,0
apache/superset,3041004714,2852533823,korbit-ai[bot],131444098,2025-05-05T22:44:31+00:00,2025-05-05T22:44:31+00:00,"By default, I don't review pull requests opened by bots. If you would like me to review this pull request anyway, you can request a review via the `/korbit-review` command in a comment.

[](33503920-0feb-4223-af58-52f8c397edc5)",0,0,0,0,0,0,0
apache/superset,3041003588,2852531697,korbit-ai[bot],131444098,2025-05-05T22:44:00+00:00,2025-05-05T22:44:00+00:00,"By default, I don't review pull requests opened by bots. If you would like me to review this pull request anyway, you can request a review via the `/korbit-review` command in a comment.

[](4cb6a9b8-2caf-4181-9d1f-ed395a36ca93)",0,0,0,0,0,0,0
apache/superset,3041003374,2852530958,korbit-ai[bot],131444098,2025-05-05T22:43:50+00:00,2025-05-05T22:43:50+00:00,"By default, I don't review pull requests opened by bots. If you would like me to review this pull request anyway, you can request a review via the `/korbit-review` command in a comment.

[](f0a0ab93-2aa5-441a-9589-01c5830e68af)",0,0,0,0,0,0,0
apache/superset,3041002861,2852530337,korbit-ai[bot],131444098,2025-05-05T22:43:40+00:00,2025-05-05T22:43:40+00:00,"By default, I don't review pull requests opened by bots. If you would like me to review this pull request anyway, you can request a review via the `/korbit-review` command in a comment.

[](0d0745fb-f0bd-4812-ad32-1fc947a9107e)",0,0,0,0,0,0,0
apache/superset,3040255700,2863718858,rusackas,812905,2025-05-08T17:01:39+00:00,2025-05-08T17:01:39+00:00,@sadpandajoe @michael-s-molina wondering if y'all are seeing this too. ,0,0,0,0,0,0,0
